Jahr;Monat;Monatname;COICOP10;Produkt;VPI
2022;MONAT06;Juni;CC13-0552209000;Schlösser, Schlüssel, Beschläge oder Ähnliches;108.6
2022;MONAT06;Juni;CC13-0561101100;Vollwaschmittel;110.7
2022;MONAT06;Juni;CC13-0561101200;Feinwaschmittel oder Spezialwaschmittel;120.2
2022;MONAT06;Juni;CC13-0561101300;Weichspüler, Stärke oder Ähnliches;122.1
2022;MONAT06;Juni;CC13-0561103100;Geschirrspülmittel;116.6
2022;MONAT06;Juni;CC13-0561105100;Sanitärreiniger;113.1
2022;MONAT06;Juni;CC13-0561105200;Glasreiniger, Möbelpflegemittel o.a. Pflegemittel;107
2022;MONAT06;Juni;CC13-0561105300;Allzweckreiniger o.a. Fußbodenreinigungsmittel;114.5
2022;MONAT06;Juni;CC13-0561107100;Schuhcreme oder anderes Schuhpflegemittel;110.1
2022;MONAT06;Juni;CC13-0561211100;Filterpapier, Pappbecher oder Ähnliches;109.8
2022;MONAT06;Juni;CC13-0561211200;Alufolie, Klarsichtfolie oder Ähnliches;124
2022;MONAT06;Juni;CC13-0561241100;Kerzen;125.5
2022;MONAT06;Juni;CC13-0561243100;Nägel, Schrauben oder Ähnliches;113.3
2022;MONAT06;Juni;CC13-0561249200;Klebstoff, Zündhölzer oder Ähnliches;107.3
2022;MONAT06;Juni;CC13-0561291000;Bürsten, Besen oder andere Reinigungsartikel;107.4
2022;MONAT06;Juni;CC13-0562100100;Dienstleistungen von Hauspersonal;114.7
2022;MONAT06;Juni;CC13-0562200100;Reinigung von Teppichen, Haushaltswäsche o.Ä.;106.3
2022;MONAT06;Juni;CC13-0562900200;Dienstleistung für die Haushaltsführung;112.7
2022;MONAT06;Juni;CC13-0611030100;Rezeptpflichtige Medikamente, GKV;99.8
2022;MONAT06;Juni;CC13-0611030200;Rezeptpflichtige Medikamente, PKV;102
2022;MONAT06;Juni;CC13-0611031000;Rezeptfreie Medikamente;106.2
2022;MONAT06;Juni;CC13-0611032100;Melissengeist, Gesundheitsbäder oder Ähnliches;103.9
2022;MONAT06;Juni;CC13-0612100100;Schwangerschaftstest oder Kondome;103.4
2022;MONAT06;Juni;CC13-0612903100;Wundpflaster oder andere Verbandstoffe;105.8
2022;MONAT06;Juni;CC13-0612905100;Fieberthermometer, Wärmflasche oder Ähnliches;100.8
2022;MONAT06;Juni;CC13-0613101000;Brille, Brillengläser oder Kontaktlinsen;102.8
2022;MONAT06;Juni;CC13-0613201000;Hörhilfen;103.3
2022;MONAT06;Juni;CC13-0613300000;Reparatur von Zahnersatz;101.8
2022;MONAT06;Juni;CC13-0613906100;Blutdruckmessgerät oder Ähnliches;106.8
2022;MONAT06;Juni;CC13-0613909100;Gehhilfe oder Alltagshilfe;104.6
2022;MONAT06;Juni;CC13-0621105100;Ärztliche Dienstleistungen der Allgemeinmedizin;100
2022;MONAT06;Juni;CC13-0621205000;Ärztliche Dienstl. der Fachmedizin, einschl. IGeL;100
2022;MONAT06;Juni;CC13-0622014000;Zahnärztliche Dienstleistungen;96.9
2022;MONAT06;Juni;CC13-0623102100;Laborleistungen und Strahlendiagnostik;100
2022;MONAT06;Juni;CC13-0623201000;Physiotherapie;108
2022;MONAT06;Juni;CC13-0623901000;Häusliche Krankenpflege o. Heilpraktikerleistungen;100.8
2022;MONAT06;Juni;CC13-0630010000;Stationäre Gesundheitsdienstleistungen;103.9
2022;MONAT06;Juni;CC13-0711100100;Neuer Pkw;109.4
2022;MONAT06;Juni;CC13-0711200100;Gebrauchter Pkw;126
2022;MONAT06;Juni;CC13-0712001100;E-Bike oder Pedelec;112.3
2022;MONAT06;Juni;CC13-0712003000;Krafträder ohne E-Bike oder Pedelec;108.9
2022;MONAT06;Juni;CC13-0713000100;Fahrrad;115.2
2022;MONAT06;Juni;CC13-0721111200;Pkw-Reifen;115.3
2022;MONAT06;Juni;CC13-0721129100;Reifen oder Schlauch für Fahrräder;101.2
2022;MONAT06;Juni;CC13-0721211100;Autobatterie;110.4
2022;MONAT06;Juni;CC13-0721212200;Wischerblätter o.a. Einzel- und Ersatzteil für Pkw;99.8
2022;MONAT06;Juni;CC13-0721216100;Autowachs, Lackpflegemittel oder Ähnliches;103.9
2022;MONAT06;Juni;CC13-0721220100;Sattel oder anderes Ersatzteil für Fahrräder;109.9
2022;MONAT06;Juni;CC13-0721311100;Navigationssystem;102.7
2022;MONAT06;Juni;CC13-0721319100;Automatten, Warndreieck o.a. Zubehör für Fahrzeuge;112.1
2022;MONAT06;Juni;CC13-0721320100;Zubehör für Fahrräder;102.9
2022;MONAT06;Juni;CC13-0722100100;Diesel, unter 60 Cetan;181
2022;MONAT06;Juni;CC13-0722100300;Diesel, 60 und mehr Cetan;169.3
2022;MONAT06;Juni;CC13-0722201100;Superbenzin, 95 Oktan;154.2
2022;MONAT06;Juni;CC13-0722204300;Superbenzin-plus;150.1
2022;MONAT06;Juni;CC13-0722301100;Autogas;177.1
2022;MONAT06;Juni;CC13-0722401100;Motorenöl;109.8
2022;MONAT06;Juni;CC13-0723011100;Pkw-Wäsche;107.2
2022;MONAT06;Juni;CC13-0723012100;Pkw-Inspektion;111.5
2022;MONAT06;Juni;CC13-0723012200;Wechseln der Bremsflüssigkeit bei Pkw;111.4
2022;MONAT06;Juni;CC13-0723014100;Fahrradinspektion;118.6
2022;MONAT06;Juni;CC13-0723021000;Pkw-Reparatur;110.2
2022;MONAT06;Juni;CC13-0724101200;Miete für Garage oder Stellplatz;104.1
2022;MONAT06;Juni;CC13-0724105100;Mietwagen;170.3
2022;MONAT06;Juni;CC13-0724105200;Carsharing;105.9
2022;MONAT06;Juni;CC13-0724201100;Straßenbenutzungsgebühr oder Ähnliches;109.9
2022;MONAT06;Juni;CC13-0724205000;Parkgebühr;107.4
2022;MONAT06;Juni;CC13-0724310100;Fahrschulunterricht für Pkw, Praxis;123.5
2022;MONAT06;Juni;CC13-0724310200;Fahrschulunterricht für Pkw, Theorie;128.6
2022;MONAT06;Juni;CC13-0724310300;Führerscheingebühr für Pkw;106.5
2022;MONAT06;Juni;CC13-0724321100;Zulassungsgebühr für Kraftfahrzeuge;100
2022;MONAT06;Juni;CC13-0724323100;Kraftfahrzeugsteuer;101.7
2022;MONAT06;Juni;CC13-0724329100;Hauptuntersuchung für Kraftfahrzeuge;107
2022;MONAT06;Juni;CC13-0724329200;Abgasuntersuchung für Kraftfahrzeuge;118.2
2022;MONAT06;Juni;CC13-0731111200;Bahnfahrt, Allgemeiner Nahverkehr;67.2
2022;MONAT06;Juni;CC13-0731112100;Bahnfahrt, Nahverkehr, Job- oder Schülerticket;7.1
2022;MONAT06;Juni;CC13-0731121200;Bahnfahrt, Allgemeiner Fernverkehr;90.3
2022;MONAT06;Juni;CC13-0731121300;Bahnfahrt, Fernverkehr, Job- oder Schülerticket;105.4
2022;MONAT06;Juni;CC13-0732102100;Fahrkarte für Fernbus;.
2022;MONAT06;Juni;CC13-0732201100;Taxifahrt;.
2022;MONAT06;Juni;CC13-0733100200;Flugticket, Inland, Business;79.1
2022;MONAT06;Juni;CC13-0733100300;Flugticket, Inland, Economy;121.8
2022;MONAT06;Juni;CC13-0733200310;Flugticket, europäisches Ausland, Business;106.3
2022;MONAT06;Juni;CC13-0733200320;Flugticket, europäisches Ausland, Economy;150.5
2022;MONAT06;Juni;CC13-0733200410;Flugticket, Afrika, Business;96.2
2022;MONAT06;Juni;CC13-0733200420;Flugticket, Afrika, Economy;115.3
2022;MONAT06;Juni;CC13-0733200510;Flugticket, Nordamerika, Business;140.6
2022;MONAT06;Juni;CC13-0733200520;Flugticket, Nordamerika, Economy;161.8
2022;MONAT06;Juni;CC13-0733200610;Flugticket, Mittelamerika, Business;123.1
2022;MONAT06;Juni;CC13-0733200620;Flugticket, Mittelamerika, Economy;108.5
2022;MONAT06;Juni;CC13-0733200710;Flugticket, Südamerika, Business;135.7
2022;MONAT06;Juni;CC13-0733200720;Flugticket, Südamerika, Economy;183.1
2022;MONAT06;Juni;CC13-0733200810;Flugticket, Asien/Australien, Business;107.9
2022;MONAT06;Juni;CC13-0733200820;Flugticket, Asien/Australien, Economy;124
2022;MONAT06;Juni;CC13-0734100100;Hochseeschifffahrt oder Küstenschifffahrt;123.8
2022;MONAT06;Juni;CC13-0734200100;Binnenschifffahrt;114.4
2022;MONAT06;Juni;CC13-0735011000;Einzel- oder Tageskarte Verbundverkehr, Erwachsene;98.8
2022;MONAT06;Juni;CC13-0735013100;Zeitkarte Verbundverkehr, Ausbildungstarif;17.5
2022;MONAT06;Juni;CC13-0735015000;Monatskarte Verbundverkehr, Erwachsene;11.7
2022;MONAT06;Juni;CC13-0736200100;Möbeltransport;112.5
2022;MONAT06;Juni;CC13-0810100200;Briefdienstleistungen;104.3
2022;MONAT06;Juni;CC13-0810900100;Paketdienstleistungen;98.9
2022;MONAT06;Juni;CC13-0820100300;Festnetztelefon;101.5
2022;MONAT06;Juni;CC13-0820200200;Mobiltelefon ohne Vertrag;104.2
2022;MONAT06;Juni;CC13-0820300100;Smartwatch, Fitness Tracker oder Ähnliches;94.5
2022;MONAT06;Juni;CC13-0820400100;Reparatur von Telefonen;99.9
2022;MONAT06;Juni;CC13-0830100200;Drahtgebundene Telekommunikationsdienstleistungen;100.7
2022;MONAT06;Juni;CC13-0830200100;Drahtlose Telekommunikationsdienstleistungen;97.4
2022;MONAT06;Juni;CC13-0830300100;Zugang zu Onlinediensten und zum Internet;99.7
2022;MONAT06;Juni;CC13-0830400100;Kombinierte Telekommunikationsdienstleistungen;100.5
2022;MONAT06;Juni;CC13-0911112000;Radio, ohne Autoradio;101.8
2022;MONAT06;Juni;CC13-0911141000;Hifi-Anlage, Lautsprecherboxen oder Ähnliches;103.8
2022;MONAT06;Juni;CC13-0911150100;Autoradio oder kombiniert mit Navigationsgerät;111.2
2022;MONAT06;Juni;CC13-0911210200;Fernsehgerät;91.6
2022;MONAT06;Juni;CC13-0911220100;Festplattenrecorder;103.5
2022;MONAT06;Juni;CC13-0911220200;DVD-Player oder Blu-ray-Player;101.5
2022;MONAT06;Juni;CC13-0911240200;Heimkino-Anlage;95.9
2022;MONAT06;Juni;CC13-0911250100;SAT-Anlage;102.4
2022;MONAT06;Juni;CC13-0911300100;MP3-Player oder Ähnliches;90.8
2022;MONAT06;Juni;CC13-0911901100;Kopfhörer;99.7
2022;MONAT06;Juni;CC13-0911909100;E-Book-Reader oder digitaler Bilderrahmen;100.8
2022;MONAT06;Juni;CC13-0912113100;Digitale Kamera;129.8
2022;MONAT06;Juni;CC13-0912120100;Digitaler Camcorder;125
2022;MONAT06;Juni;CC13-0912210300;Zoomobjektiv oder Ähnliches;121
2022;MONAT06;Juni;CC13-0912310200;Fernglas oder andere optische Geräte;108.5
2022;MONAT06;Juni;CC13-0913110100;Desktop-PC;102.9
2022;MONAT06;Juni;CC13-0913120100;Tragbarer Computer;114.6
2022;MONAT06;Juni;CC13-0913221300;Laserdrucker oder Tintenstrahldrucker;114.7
2022;MONAT06;Juni;CC13-0913225100;Scanner;113.7
2022;MONAT06;Juni;CC13-0913229200;Festplatte;112.6
2022;MONAT06;Juni;CC13-0913229300;Tastatur, Maus oder anderes Zubehör für PC;93.9
2022;MONAT06;Juni;CC13-0913230400;Monitor;107.6
2022;MONAT06;Juni;CC13-0913309100;Betriebssystem oder andere Computersoftware;94
2022;MONAT06;Juni;CC13-0914110000;Musik-CD oder Hörbuch;118.6
2022;MONAT06;Juni;CC13-0914120100;Film auf DVD oder Blu-ray;83.1
2022;MONAT06;Juni;CC13-0914140100;Musikdownload;101.6
2022;MONAT06;Juni;CC13-0914150100;Musik-Stream;105.4
2022;MONAT06;Juni;CC13-0914210000;CD-Rohlinge, Blu-ray Rohlinge oder Ähnliches;113.4
2022;MONAT06;Juni;CC13-0914910000;Speicherkarte oder USB-Stick;100.1
2022;MONAT06;Juni;CC13-0914990100;Fotoalbum oder Fotobuch zum Selbstgestalten;105.3
2022;MONAT06;Juni;CC13-0915000100;Reparatur an Unterhaltungselektronik;106.4
2022;MONAT06;Juni;CC13-0921101100;Wohnmobil;113
2022;MONAT06;Juni;CC13-0921102100;Wohnwagen;116.2
2022;MONAT06;Juni;CC13-0921103100;Anhänger für Kraftwagen;131.4
2022;MONAT06;Juni;CC13-0921302100;Außenbordmotor;112.8
2022;MONAT06;Juni;CC13-0921402100;Pferdegeschirr, Zügel, Sattel oder Ähnliches;114.7
2022;MONAT06;Juni;CC13-0921500100;Kanu oder Surfbrett;114.6
2022;MONAT06;Juni;CC13-0922111000;Musikinstrumente, einschließlich Zubehör;104.4
2022;MONAT06;Juni;CC13-0923001100;Veterinärleistung für Freizeitpferde und Ponys;101.3
2022;MONAT06;Juni;CC13-0931101100;Gesellschaftsspiel;100
2022;MONAT06;Juni;CC13-0931102100;PC-Spiel;117.2
2022;MONAT06;Juni;CC13-0931102200;Spielekonsole;93.7
2022;MONAT06;Juni;CC13-0931102300;Spiel für Spielekonsole;109.4
2022;MONAT06;Juni;CC13-0931201100;Puppe;101.7
2022;MONAT06;Juni;CC13-0931202100;Dreirad, Roller oder anderes Kindersportfahrzeug;113.9
2022;MONAT06;Juni;CC13-0931203100;Teddybär oder anderes Kuscheltier;111.4
2022;MONAT06;Juni;CC13-0931204000;Baukasten, Experimentierkasten oder Modellbausatz;107.5
2022;MONAT06;Juni;CC13-0931206100;Elektrische Modelleisenbahn o. Modellspielzeugauto;105.7
2022;MONAT06;Juni;CC13-0931206200;Kaufladen, Puppenhaus oder anderes Spielzeug;102.4
2022;MONAT06;Juni;CC13-0931207200;Dekorationsartikel für Feste;109.5
2022;MONAT06;Juni;CC13-0932111100;Fußball oder anderer Sportball;117.1
2022;MONAT06;Juni;CC13-0932112100;Ski, Snowboard oder anderer Wintersportartikel;111.3
2022;MONAT06;Juni;CC13-0932113100;Schläger, Bälle, Netz für Tennis oder Ähnliches;103.8
2022;MONAT06;Juni;CC13-0932118100;Inline-Skates, Schlittschuhe oder Rollschuhe;106.2
2022;MONAT06;Juni;CC13-0932118200;Fußballschuhe oder andere Spezialsportschuhe;106.2
2022;MONAT06;Juni;CC13-0932119100;Planschbecken, Taucherbrille oder Ähnliches;105.3
2022;MONAT06;Juni;CC13-0932124100;Fitnessgerät;108
2022;MONAT06;Juni;CC13-0932201000;Grill, Schlafsack, Zelt oder andere Campingartikel;108.8
2022;MONAT06;Juni;CC13-0933101100;Blumendünger, Rasendünger oder andere Düngemittel;111.3
2022;MONAT06;Juni;CC13-0933102200;Garten- und Blumenerde, Torf oder Ähnliches;113.6
2022;MONAT06;Juni;CC13-0933103100;Blumentopf, Blumenkasten oder Rankhilfe;110.7
2022;MONAT06;Juni;CC13-0933200100;Zimmerblume oder Zimmerpflanze;110.4
2022;MONAT06;Juni;CC13-0933200200;Beetpflanze, Gehölz, Freilandstaude oder Ähnliches;113.4
2022;MONAT06;Juni;CC13-0933221200;Schnittblumen;117
2022;MONAT06;Juni;CC13-0933229100;Gebühr für Blumen- oder Pflanzenzulieferung;108.3
2022;MONAT06;Juni;CC13-0934100100;Wellensittich, Zierfisch oder anderes Haustier;112.1
2022;MONAT06;Juni;CC13-0934201200;Vogelfutter;111.5
2022;MONAT06;Juni;CC13-0934201400;Hundefutter oder Katzenfutter;112.8
2022;MONAT06;Juni;CC13-0934202100;Futternapf, Vogelkäfig oder Ähnliches;107.8
2022;MONAT06;Juni;CC13-0934208100;Arzneimittel für Haustiere;103.1
2022;MONAT06;Juni;CC13-0934209100;Katzenstreu, Vogelsand oder Ähnliches;108.8
2022;MONAT06;Juni;CC13-0935001100;Tierärztliche Dienstleistung;101.3
2022;MONAT06;Juni;CC13-0935002100;Andere Dienstleistung für Haustiere;101.3
2022;MONAT06;Juni;CC13-0941101100;Besuch einer Sportveranstaltung;105.1
2022;MONAT06;Juni;CC13-0941102100;Besuch eines Vergnügungsparks;114.7
2022;MONAT06;Juni;CC13-0941210100;Besuch eines Schwimmbads;103.8
2022;MONAT06;Juni;CC13-0941220100;Gebühr für Fitnessstudio;103.8
2022;MONAT06;Juni;CC13-0941251100;Fahrt mit Seilbahn oder Skilift;112.5
2022;MONAT06;Juni;CC13-0941259100;Fischereiberechtigungsschein oder Ähnliches;105.6
2022;MONAT06;Juni;CC13-0941261100;Musikunterricht;103
2022;MONAT06;Juni;CC13-0942101100;Kinobesuch;107.4
2022;MONAT06;Juni;CC13-0942102000;Besuch von Oper, Musical oder Ähnlichem;103
2022;MONAT06;Juni;CC13-0942103000;Besuch eines Schauspiels;102.5
2022;MONAT06;Juni;CC13-0942200100;Museumsbesuch, Zoobesuch oder Ähnliches;106.7
2022;MONAT06;Juni;CC13-0942310200;Rundfunkbeitrag;104.9
2022;MONAT06;Juni;CC13-0942321100;Kabelgebühr;99.7
2022;MONAT06;Juni;CC13-0942323100;Gebühr für Pay-TV oder Video on Demand;107.4
2022;MONAT06;Juni;CC13-0942500000;Dienstleistungen von Fotolabors oder Ähnliches;109.2
2022;MONAT06;Juni;CC13-0943000100;Entgelt für Glücksspiele;109.4
2022;MONAT06;Juni;CC13-0951101000;Belletristik;105.4
2022;MONAT06;Juni;CC13-0951102000;Kinderbuch oder Jugendbuch;108.9
2022;MONAT06;Juni;CC13-0951200100;Schulbuch oder Lehrbuch;103.1
2022;MONAT06;Juni;CC13-0951301000;Sachbuch;104.7
2022;MONAT06;Juni;CC13-0951304100;Reiseführer;101.2
2022;MONAT06;Juni;CC13-0951309100;Noten;107
2022;MONAT06;Juni;CC13-0951402100;E-Book-Download;103.2
2022;MONAT06;Juni;CC13-0952111000;Tageszeitung;109.7
2022;MONAT06;Juni;CC13-0952112000;Wochenzeitung;109.6
2022;MONAT06;Juni;CC13-0952201000;Zeitschrift;109.5
2022;MONAT06;Juni;CC13-0953001100;Ansichtskarte oder Glückwunschkarte;103.2
2022;MONAT06;Juni;CC13-0953002100;Kalender;108.5
2022;MONAT06;Juni;CC13-0953003100;Landkarte, Straßenkarte oder Wanderkarte;101.3
2022;MONAT06;Juni;CC13-0954101100;Briefumschläge, Briefblock oder Briefpapier;112.3
2022;MONAT06;Juni;CC13-0954105100;Schulheft, Malblock oder Zeichenblock;113.5
2022;MONAT06;Juni;CC13-0954109100;Druckerpapier;129.6
2022;MONAT06;Juni;CC13-0954921000;Füllhalter, Kugelschreiber, Füllerpatronen o.Ä.;106.9
2022;MONAT06;Juni;CC13-0954923000;Bleistift, Farbstift, Farbkasten oder Ähnliches;108.7
2022;MONAT06;Juni;CC13-0954925100;Aktenordner, Locher oder anderer Büroartikel;112.2
2022;MONAT06;Juni;CC13-0954925300;Druckerpatrone;107.2
2022;MONAT06;Juni;CC13-0960100100;Pauschalreise im Inland;114.9
2022;MONAT06;Juni;CC13-0960200210;Pauschalreise, Kanaren;104.3
2022;MONAT06;Juni;CC13-0960200220;Pauschalreise, Balearen;125.4
2022;MONAT06;Juni;CC13-0960200230;Pauschalreise, Türkei;132.8
2022;MONAT06;Juni;CC13-0960200240;Pauschalreise, Griechenland;125.7
2022;MONAT06;Juni;CC13-0960200250;Pauschalreise, Ägypten;116.5
2022;MONAT06;Juni;CC13-0960200300;Pauschalreise, andere Länder, Städte o. Kreuzfahrt;110.3
2022;MONAT06;Juni;CC13-1010101100;Entgelt für Tagesbetreuung, Kind unter 3 Jahren;106.6
2022;MONAT06;Juni;CC13-1010102100;Entgelt für Tagesbetreuung, Kind ab 3 Jahren;105.7
2022;MONAT06;Juni;CC13-1010200100;Entgelt für Grundschule oder Klasse 1 - 4;102.2
2022;MONAT06;Juni;CC13-1020000100;Entgelt für weiterführende Schule;101.9
2022;MONAT06;Juni;CC13-1040020200;Studiengebühr und/oder Immatrikulationsgebühr;101.6
2022;MONAT06;Juni;CC13-1050010200;Entgelt für Erwachsenenbildung;105.3
2022;MONAT06;Juni;CC13-1050020100;Nachhilfeunterricht;103.7
2022;MONAT06;Juni;CC13-1111111000;Verzehr eines Frühstücks oder Brunchs;110.9
2022;MONAT06;Juni;CC13-1111112000;Verzehr einer Vorspeise;111.3
2022;MONAT06;Juni;CC13-1111113000;Verzehr einer Hauptspeise;111
2022;MONAT06;Juni;CC13-1111120000;Verzehr einer Nachspeise ;111.2
2022;MONAT06;Juni;CC13-1111140000;Verzehr eines alkoholischen Getränks;108.7
2022;MONAT06;Juni;CC13-1111150000;Verzehr eines alkoholfreien Getränks;107.7
2022;MONAT06;Juni;CC13-1111201000;Verzehr im Fastfoodrestaurant;112.1
2022;MONAT06;Juni;CC13-1111203000;Speise oder Getränk zum Mitnehmen;111.9
2022;MONAT06;Juni;CC13-1111205100;Mahlzeit oder Imbiss vom Lieferservice;110.7
2022;MONAT06;Juni;CC13-1112000000;Speise und Getränk in Kantine oder Mensa;106.5
2022;MONAT06;Juni;CC13-1120110000;Übernachtung in Hotel, Pension oder Ähnlichem;110.9
2022;MONAT06;Juni;CC13-1120120200;Miete für Ferienwohnung oder Ferienhaus;110.4
2022;MONAT06;Juni;CC13-1120201100;Campingplatzgebühr;118
2022;MONAT06;Juni;CC13-1120201300;Übernachtung auf Wohnmobilstellplatz;114.4
2022;MONAT06;Juni;CC13-1120203100;Übernachtung in Jugendherbergen;108.6
2022;MONAT06;Juni;CC13-1120309100;Übernachtung im Studentenwohnheim oder Ähnliches;103.5
2022;MONAT06;Juni;CC13-1211101100;Friseur für Herren;111.2
2022;MONAT06;Juni;CC13-1211102100;Friseur für Kinder;111.3
2022;MONAT06;Juni;CC13-1211201000;Friseur für Damen;109.4
2022;MONAT06;Juni;CC13-1211301100;Gesichtskosmetik;107.1
2022;MONAT06;Juni;CC13-1211303100;Gebühr für Solarium;107.4
2022;MONAT06;Juni;CC13-1211304100;Maniküre, Sauna o.a. Dienstl. für Körperpflege;104.7
2022;MONAT06;Juni;CC13-1212101100;Elektrischer Rasierapparat;106.9
2022;MONAT06;Juni;CC13-1212102100;Haartrockner oder anderes Haarpflegegerät;106.1
2022;MONAT06;Juni;CC13-1212103100;Elektrische Zahnbürste;99.5
2022;MONAT06;Juni;CC13-1213102100;Haarbürste, Kamm, Haarspange oder Ähnliches;105.2
2022;MONAT06;Juni;CC13-1213105100;Personenwaage;105.6
2022;MONAT06;Juni;CC13-1213105200;Zahnbürste, nicht elektrisch;108.6
2022;MONAT06;Juni;CC13-1213105300;Nassrasierer, Rasierklingen oder Ähnliches;104.1
2022;MONAT06;Juni;CC13-1213211100;Haarshampoo;110.2
2022;MONAT06;Juni;CC13-1213212100;Haarspray, Haargel oder Ähnliches;132.6
2022;MONAT06;Juni;CC13-1213212200;Haarfarbe oder Haartönung;105.7
2022;MONAT06;Juni;CC13-1213213100;Zahncreme;110.6
2022;MONAT06;Juni;CC13-1213214100;Mundwasser, Zahnseide oder Ähnliches;105.3
2022;MONAT06;Juni;CC13-1213215100;Rasierwasser, Rasierschaum oder Ähnliches;105.3
2022;MONAT06;Juni;CC13-1213216100;Feinseife;117.8
2022;MONAT06;Juni;CC13-1213217100;Duschgel, Duschbad oder Badezusatz;111
2022;MONAT06;Juni;CC13-1213221100;Toilettenpapier;119.4
2022;MONAT06;Juni;CC13-1213222100;Papiertaschentücher;118.5
2022;MONAT06;Juni;CC13-1213223200;Windeln für Säuglinge oder Kleinkinder;101.5
2022;MONAT06;Juni;CC13-1213229100;Tampons, Kosmetiktücher oder andere Hygieneartikel;116.2
2022;MONAT06;Juni;CC13-1213229300;Inkontinenzprodukt;106.6
2022;MONAT06;Juni;CC13-1213231100;Eau de Toilette oder Parfüm;105
2022;MONAT06;Juni;CC13-1213232100;Lippenstift oder Lippenpflegestift;104
2022;MONAT06;Juni;CC13-1213232200;Nagellack;104.3
2022;MONAT06;Juni;CC13-1213232300;Make-up;105.6
2022;MONAT06;Juni;CC13-1213232400;Kajalstift oder Mascara;104.8
2022;MONAT06;Juni;CC13-1213233100;Handcreme;107.1
2022;MONAT06;Juni;CC13-1213233200;Tagescreme oder Nachtcreme;102.7
2022;MONAT06;Juni;CC13-1213233300;Kindercreme;103.4
2022;MONAT06;Juni;CC13-1213240100;Deospray oder Deoroller;110.5
2022;MONAT06;Juni;CC13-1231101100;Schmuck aus Kunststoff, Glas oder Ähnlichem;107.9
2022;MONAT06;Juni;CC13-1231102100;Schmuck aus Edelmetall;110
2022;MONAT06;Juni;CC13-1231201100;Armbanduhr oder Taschenuhr;102.8
2022;MONAT06;Juni;CC13-1231209100;Wecker, Wanduhr oder Ähnliches;102.1
2022;MONAT06;Juni;CC13-1231300100;Reparatur einer Uhr oder von Schmuck;109.5
2022;MONAT06;Juni;CC13-1232101100;Koffer, Reisetasche oder Ähnliches;102.5
2022;MONAT06;Juni;CC13-1232102100;Handtasche oder Umhängetasche;99.5
2022;MONAT06;Juni;CC13-1232103100;Aktenkoffer, Aktentasche oder Aktenmappe;100.1
2022;MONAT06;Juni;CC13-1232105100;Schulranzen oder Schulrucksack;104.7
2022;MONAT06;Juni;CC13-1232106100;Geldbörse, Ausweistasche oder Ähnliches;98.9
2022;MONAT06;Juni;CC13-1232109100;Einkaufs- und Sporttaschen, Rucksäcke o.Ä.;105.8
2022;MONAT06;Juni;CC13-1232201100;Kinderwagen oder Babytrage;102.2
2022;MONAT06;Juni;CC13-1232202100;Autokindersitz;101.1
2022;MONAT06;Juni;CC13-1232901100;Sarg, Urne, Grabstein oder andere Begräbnisartikel;107.6
2022;MONAT06;Juni;CC13-1232902100;Feuerzeug, Taschenmesser oder Ähnliches;106.9
2022;MONAT06;Juni;CC13-1232902200;Elektronische Zigarette, Einweg und Mehrweg;94.4
2022;MONAT06;Juni;CC13-1232904100;Schirm;102.4
2022;MONAT06;Juni;CC13-1232905100;Sonnenbrille;103.3
2022;MONAT06;Juni;CC13-1232907200;Wetterstation, Thermometer oder Ähnliches;95.8
2022;MONAT06;Juni;CC13-1240103100;Entgelt für Kinderbetreuung nach der Schule;105.1
2022;MONAT06;Juni;CC13-1240201100;Aufwendung für Altenwohnheim oder betreutes Wohnen;105.6
2022;MONAT06;Juni;CC13-1240203100;Stationäre Pflege, privat Versicherte;107.8
2022;MONAT06;Juni;CC13-1240203200;Stationäre Pflege, gesetzlich Versicherte;98.2
2022;MONAT06;Juni;CC13-1240300100;Ambulante Pflege, privat Versicherte;107.4
2022;MONAT06;Juni;CC13-1240300200;Ambulante Pflege, gesetzlich Versicherte;109.3
2022;MONAT06;Juni;CC13-1240300300;Essen auf Rädern;108.9
2022;MONAT06;Juni;CC13-1252000100;Beitrag zur Hausratversicherung;93.6
2022;MONAT06;Juni;CC13-1253200100;Beitrag zur privaten Krankenversicherung;110.6
2022;MONAT06;Juni;CC13-1253200200;Beitrag zur Unfallversicherung;99
2022;MONAT06;Juni;CC13-1254100100;Beitrag zur Kraftfahrzeugversicherung;101.1
2022;MONAT06;Juni;CC13-1254100200;Beitrag zur Verkehrsrechtsschutzversicherung;112
2022;MONAT06;Juni;CC13-1254200100;Beitrag zur Auslandsreisekrankenversicherung;104.5
2022;MONAT06;Juni;CC13-1255000100;Beitrag zur privaten Haftpflichtversicherung;99
2022;MONAT06;Juni;CC13-1255000200;Beitrag zur Rechtsschutzversicherung;114.9
2022;MONAT06;Juni;CC13-1262100100;Bank- oder Sparkassengebühr;108
2022;MONAT06;Juni;CC13-1262203100;Steuerberatergebühr;108.1
2022;MONAT06;Juni;CC13-1270101100;Gebühr für Geburtsurkunden, Sterbeurkunden o.Ä.;105.6
2022;MONAT06;Juni;CC13-1270102100;Passgebühr oder Ähnliches;111.5
2022;MONAT06;Juni;CC13-1270200100;Rechtsanwaltsgebühr oder Notargebühr;111.4
2022;MONAT06;Juni;CC13-1270300100;Bestattungsleistungen und Friedhofsgebühr;107.7
2022;MONAT06;Juni;CC13-1270402100;Kleinanzeige in einer Zeitung;105
